experiment_id,prompt_version,bin_center,bin_confidence,bin_accuracy,bin_count
mock_ablation__002,prompt_c_evidence_constrained,0.8500000000000001,0.8507638888888889,0.5833333333333334,36
mock_ablation__002,prompt_c_evidence_constrained,0.95,0.9322238095238093,0.6190476190476191,21
mock_ablation__003,prompt_c_evidence_constrained,0.05,,,0
mock_ablation__003,prompt_c_evidence_constrained,0.15000000000000002,,,0
mock_ablation__003,prompt_c_evidence_constrained,0.25,,,0
mock_ablation__003,prompt_c_evidence_constrained,0.35000000000000003,0.395,0.5,2
mock_ablation__003,prompt_c_evidence_constrained,0.45,0.4642888888888889,0.7777777777777778,9
mock_ablation__003,prompt_c_evidence_constrained,0.55,0.5404125,0.75,8
mock_ablation__003,prompt_c_evidence_constrained,0.6500000000000001,0.6549923076923077,0.5769230769230769,26
mock_ablation__003,prompt_c_evidence_constrained,0.75,0.7332624999999999,0.25,16
mock_ablation__003,prompt_c_evidence_constrained,0.8500000000000001,0.8454,0.6666666666666666,3
mock_ablation__003,prompt_c_evidence_constrained,0.95,0.92545,0.625,8
